,Democrat,Republican,Party,Correct
0,0.093722122379022,0.906277877620978,Republican,True
1,0.5020338667875457,0.49796613321245425,Democrat,True
2,0.1732772116484519,0.8267227883515481,Republican,True
3,0.5374996586380576,0.46250034136194246,Democrat,True
4,0.6680153259883113,0.3319846740116887,Republican,False
5,0.6650289095626172,0.3349710904373828,Democrat,True
6,0.2614752514297448,0.7385247485702552,Republican,True
7,0.21466768300806982,0.7853323169919302,Democrat,False
8,0.5674010029704155,0.4325989970295845,Democrat,True
9,0.10189966598987477,0.8981003340101252,Republican,True
10,0.35080843206665435,0.6491915679333456,Republican,True
11,0.15284599569680446,0.8471540043031955,Democrat,False
12,0.4087222098013521,0.5912777901986479,Republican,True
13,0.7236186558170028,0.27638134418299715,Democrat,True
14,0.7351370993516135,0.26486290064838647,Republican,False
15,0.5314633097862796,0.46853669021372035,Democrat,True
16,0.34273054344818665,0.6572694565518133,Republican,True
17,0.3588073986898176,0.6411926013101824,Democrat,False
18,0.36011117538953863,0.6398888246104614,Republican,True
19,0.44393461835196657,0.5560653816480334,Democrat,False
20,0.7709381869745849,0.22906181302541506,Democrat,True
21,0.01050237550526767,0.9894976244947323,Republican,True
22,0.362067991471409,0.637932008528591,Democrat,False
23,0.7416552216613288,0.25834477833867125,Democrat,True
24,0.6522078793407736,0.3477921206592264,Democrat,True
25,0.6069176808239025,0.3930823191760975,Democrat,True
26,0.28222142251940907,0.7177785774805909,Republican,True
27,0.5031222872220762,0.4968777127779238,Republican,False
28,0.6751938401392485,0.32480615986075145,Democrat,True
29,0.7117746203991199,0.2882253796008801,Republican,False
30,0.2656845487722971,0.7343154512277029,Democrat,False
31,0.04336618813541426,0.9566338118645857,Republican,True
32,0.9414464180651168,0.05855358193488324,Democrat,True
33,0.19999197751635844,0.8000080224836416,Republican,True
34,0.6282734919698393,0.3717265080301607,Democrat,True
35,0.30497143184329467,0.6950285681567053,Republican,True
36,0.15441708788679287,0.8455829121132071,Republican,True
37,0.7937440944525466,0.20625590554745343,Democrat,True
38,0.21788801358661902,0.782111986413381,Republican,True
39,0.8982621983921648,0.10173780160783523,Democrat,True
40,0.7215900466812155,0.27840995331878454,Democrat,True
41,0.4921703075549798,0.5078296924450202,Republican,True
42,0.5330433616605093,0.4669566383394908,Republican,False
43,0.8748612643681307,0.12513873563186925,Republican,False
44,0.27822361565268594,0.7217763843473141,Republican,True
45,0.7674526459886722,0.23254735401132776,Republican,False
46,0.9436025688449864,0.056397431155013576,Democrat,True
47,0.3376828646707809,0.6623171353292191,Democrat,False
48,0.6180628174520476,0.3819371825479524,Republican,False
49,0.8471108270754472,0.1528891729245528,Democrat,True
50,0.49536424179300786,0.5046357582069921,Republican,True
51,0.6533339341538228,0.3466660658461772,Republican,False
52,0.28109685485164027,0.7189031451483597,Republican,True
53,0.427594414586295,0.572405585413705,Republican,True
54,0.5962633275980638,0.4037366724019363,Republican,False
55,0.5056142288841557,0.49438577111584425,Democrat,True
56,0.3277842758870555,0.6722157241129445,Democrat,False
57,0.6567509906179185,0.3432490093820814,Democrat,True
58,0.4627042493048529,0.5372957506951471,Democrat,False
59,0.5039113009801315,0.4960886990198686,Republican,False
60,0.7815872382188229,0.21841276178117708,Democrat,True
61,0.4016313904497414,0.5983686095502586,Democrat,False
62,0.43775629027759055,0.5622437097224094,Democrat,False
63,0.9717959241452588,0.02820407585474115,Democrat,True
64,0.06787152536792251,0.9321284746320775,Republican,True
65,0.25013663787776264,0.7498633621222374,Republican,True
66,0.4957917900733796,0.5042082099266204,Democrat,False
67,0.7611442427735775,0.23885575722642244,Democrat,True
68,0.2019785485250608,0.7980214514749392,Republican,True
69,0.3887379232167756,0.6112620767832244,Republican,True
70,0.14838983026277475,0.8516101697372253,Republican,True
71,0.41866402780589496,0.581335972194105,Republican,True
72,0.45045401943766106,0.5495459805623389,Republican,True
73,0.04914642628845156,0.9508535737115484,Republican,True
74,0.27449529896333325,0.7255047010366668,Republican,True
75,0.1668658905693996,0.8331341094306004,Republican,True
76,0.820061283911037,0.17993871608896297,Democrat,True
77,0.7181670825205942,0.28183291747940575,Democrat,True
78,0.45950334228006406,0.5404966577199359,Democrat,False
79,0.6636291794339699,0.33637082056603007,Democrat,True
80,0.3679629506252621,0.6320370493747379,Republican,True
81,0.43542863386788866,0.5645713661321113,Democrat,False
82,0.3947937548156911,0.6052062451843089,Republican,True
83,0.32862171431961174,0.6713782856803883,Republican,True
84,0.28874730898488177,0.7112526910151182,Democrat,False
85,0.6332746356146183,0.3667253643853817,Republican,False
86,0.7029698932086323,0.2970301067913677,Democrat,True
87,0.27951770170654977,0.7204822982934502,Democrat,False
88,0.2916229652817428,0.7083770347182572,Republican,True
89,0.9280460749919758,0.07195392500802421,Democrat,True
90,0.30607009764531923,0.6939299023546808,Republican,True
91,0.2777799283879677,0.7222200716120323,Republican,True
92,0.5557027214212954,0.4442972785787046,Democrat,True
93,0.22776971547392866,0.7722302845260713,Republican,True
94,0.5253689538494873,0.47463104615051266,Democrat,True
95,0.586849786288248,0.4131502137117519,Democrat,True
96,0.4797007445056988,0.5202992554943012,Democrat,False
97,0.7710917497061167,0.22890825029388323,Republican,False
98,0.49616933194613766,0.5038306680538623,Republican,True
99,0.9912838166347478,0.008716183365252166,Democrat,True
100,0.5464228686321471,0.453577131367853,Republican,False
101,0.37358165328869486,0.6264183467113051,Republican,True
102,0.4202505877476752,0.5797494122523248,Republican,True
103,0.005059151442831422,0.9949408485571686,Republican,True
104,0.2200839207689238,0.7799160792310762,Democrat,False
105,0.8408445423152402,0.15915545768475986,Democrat,True
106,0.4855520272880235,0.5144479727119765,Republican,True
107,0.6119497794215515,0.3880502205784485,Democrat,True
108,0.4095677337340943,0.5904322662659057,Republican,True
109,0.5632736499150253,0.4367263500849747,Republican,False
110,0.7675558994482006,0.23244410055179937,Democrat,True
111,0.7090935661048705,0.29090643389512955,Republican,False
112,0.36067121222885823,0.6393287877711418,Republican,True
113,0.7728059506639612,0.22719404933603882,Democrat,True
114,0.43027912136462476,0.5697208786353752,Democrat,False
115,0.7393039993959394,0.26069600060406056,Democrat,True
116,0.9701364873372713,0.029863512662728665,Democrat,True
117,0.5372952678338423,0.4627047321661577,Democrat,True
118,0.688101862182492,0.31189813781750797,Democrat,True
119,0.6635012267811431,0.3364987732188569,Democrat,True
120,0.3401088688338061,0.6598911311661939,Republican,True
121,0.35226942648036663,0.6477305735196334,Republican,True
122,0.9679370736642214,0.032062926335778584,Democrat,True
123,0.8099140797746782,0.19008592022532184,Democrat,True
124,0.6502268293478228,0.34977317065217717,Democrat,True
125,0.8361600107260787,0.16383998927392132,Republican,False
126,0.7446518950640819,0.2553481049359181,Democrat,True
127,0.07032099195605601,0.929679008043944,Republican,True
128,0.22390651040654685,0.7760934895934531,Republican,True
129,0.8850835304817856,0.11491646951821446,Democrat,True
130,0.7289723064073967,0.2710276935926033,Republican,False
131,0.7194715966028362,0.28052840339716373,Republican,False
132,0.707915972125311,0.29208402787468896,Democrat,True
133,0.8742644340924655,0.12573556590753457,Democrat,True
134,0.4913219440555211,0.5086780559444789,Republican,True
135,0.6439286839494095,0.3560713160505905,Democrat,True
136,0.0689632997622932,0.9310367002377068,Republican,True
137,0.16633217046582116,0.8336678295341788,Republican,True
138,0.6848365004639239,0.3151634995360761,Democrat,True
139,0.09394316663258628,0.9060568333674137,Republican,True
140,0.28616461915799307,0.7138353808420069,Democrat,False
141,0.8609976919269284,0.13900230807307162,Democrat,True
142,0.2166570699782312,0.7833429300217688,Republican,True
143,0.841676490698545,0.15832350930145503,Democrat,True
144,0.8016521177079534,0.19834788229204656,Democrat,True
145,0.23949764405703755,0.7605023559429624,Republican,True
146,0.08063392701458705,0.919366072985413,Republican,True
147,0.5061384094882124,0.4938615905117876,Democrat,True
148,0.45200836530398436,0.5479916346960156,Democrat,False
149,0.28154598735552805,0.718454012644472,Democrat,False
150,0.847666821155473,0.15233317884452705,Republican,False
151,0.5853431382947208,0.41465686170527916,Democrat,True
152,0.9631164808250028,0.036883519174997215,Democrat,True
153,0.3972572676187772,0.6027427323812228,Democrat,False
154,0.9263035965995222,0.07369640340047783,Democrat,True
155,0.2299619060686764,0.7700380939313236,Republican,True
156,0.6705402858344753,0.32945971416552466,Republican,False
157,0.45253722030497334,0.5474627796950267,Republican,True
158,0.39686445576179796,0.603135544238202,Republican,True
159,0.4661026081511924,0.5338973918488076,Republican,True
160,0.11853107457355094,0.8814689254264491,Republican,True
161,0.32695701586953074,0.6730429841304693,Republican,True
162,0.9123745256164091,0.08762547438359096,Democrat,True
163,0.5397944080031647,0.46020559199683525,Democrat,True
164,0.34423326045357416,0.6557667395464258,Republican,True
165,0.9345191906963566,0.06548080930364343,Democrat,True
166,0.4960816488380534,0.5039183511619466,Republican,True
167,0.8654317034660263,0.13456829653397376,Republican,False
168,0.7334899654718271,0.2665100345281729,Democrat,True
169,0.042898003769728965,0.957101996230271,Republican,True
170,0.4912687656322149,0.5087312343677851,Republican,True
171,0.9109825180384706,0.08901748196152934,Democrat,True
172,0.29396276794070186,0.7060372320592981,Republican,True
173,0.4643165500584573,0.5356834499415427,Republican,True
174,0.4876890928145564,0.5123109071854436,Republican,True
175,0.39779945107424663,0.6022005489257534,Republican,True
176,0.6213947656917598,0.37860523430824017,Democrat,True
177,0.20703071260455574,0.7929692873954443,Republican,True
178,0.30577696257784337,0.6942230374221566,Democrat,False
179,0.2143084435538808,0.7856915564461192,Democrat,False
180,0.24524143342384597,0.754758566576154,Republican,True
181,0.6243352140206064,0.37566478597939357,Republican,False
182,0.051670651987107186,0.9483293480128928,Republican,True
183,0.5534432980325821,0.446556701967418,Democrat,True
184,0.5880779678083013,0.41192203219169865,Democrat,True
185,0.7214710742441488,0.27852892575585114,Democrat,True
186,0.7004074509851488,0.2995925490148512,Democrat,True
187,0.9483235936401605,0.051676406359839486,Democrat,True
188,0.0039033050547381265,0.9960966949452619,Republican,True
189,0.5000975135521287,0.4999024864478713,Republican,False
190,0.7425632267007094,0.25743677329929054,Democrat,True
191,0.5775299618809973,0.4224700381190027,Democrat,True
192,0.11541465213863067,0.8845853478613693,Republican,True
193,0.18619232207197767,0.8138076779280223,Republican,True
194,0.3016319501052953,0.6983680498947047,Democrat,False
195,0.4771962253074996,0.5228037746925004,Democrat,False
196,0.605417838950139,0.39458216104986094,Republican,False
197,0.059506187203746896,0.9404938127962531,Republican,True
198,0.23003060339838133,0.7699693966016187,Republican,True
199,0.041894047397524115,0.9581059526024759,Republican,True
200,0.6780476209243005,0.32195237907569957,Democrat,True
201,0.21733617331652622,0.7826638266834738,Republican,True
202,0.5198466247258958,0.4801533752741042,Democrat,True
203,0.2184323099570057,0.7815676900429943,Republican,True
204,0.3407117944432472,0.6592882055567528,Republican,True
205,0.397333939153519,0.602666060846481,Republican,True
206,0.5651611690745231,0.4348388309254769,Republican,False
207,0.4796985300388772,0.5203014699611228,Democrat,False
208,0.4580466297814979,0.5419533702185021,Democrat,False
209,0.6276788123586008,0.37232118764139926,Democrat,True
210,0.16093338244762967,0.8390666175523703,Republican,True
211,0.0912396703142555,0.9087603296857445,Republican,True
212,0.15625951721970333,0.8437404827802967,Republican,True
213,0.23195577467450312,0.7680442253254969,Republican,True
214,0.18412649993646912,0.8158735000635309,Democrat,False
215,0.7864035225346591,0.21359647746534097,Democrat,True
216,0.5085649577280045,0.4914350422719956,Democrat,True
217,0.9795998295378201,0.02040017046217988,Democrat,True
218,0.9956825158989601,0.004317484101039926,Democrat,True
219,0.6699679256503313,0.3300320743496687,Democrat,True
220,0.5482783496234899,0.45172165037651013,Republican,False
221,0.8402813612385712,0.1597186387614288,Republican,False
222,0.7544985687871257,0.24550143121287432,Republican,False
223,0.01037894561207775,0.9896210543879222,Republican,True
224,0.5102545113488792,0.4897454886511207,Democrat,True
225,0.43892458806750523,0.5610754119324948,Democrat,False
226,0.1608022598978972,0.8391977401021028,Republican,True
227,0.42254545449518766,0.5774545455048123,Democrat,False
228,0.0895591066722784,0.9104408933277216,Republican,True
229,0.9579140172137626,0.0420859827862374,Democrat,True
230,0.8159521982898497,0.1840478017101503,Democrat,True
231,0.18437301767327918,0.8156269823267208,Democrat,False
232,0.3023585324419519,0.6976414675580481,Republican,True
233,0.4636101151775729,0.5363898848224271,Republican,True
234,0.6554870230842638,0.34451297691573624,Democrat,True
235,0.5221745405154625,0.4778254594845374,Republican,False
236,0.4472366362167314,0.5527633637832686,Republican,True
237,0.5391687489287821,0.4608312510712179,Republican,False
238,0.5162164979835195,0.48378350201648046,Democrat,True
239,0.7812086339729217,0.21879136602707824,Republican,False
240,0.251712984690003,0.748287015309997,Republican,True
241,0.4350523766702239,0.5649476233297761,Republican,True
242,0.5906534359090985,0.40934656409090153,Republican,False
243,0.761813379067104,0.23818662093289603,Democrat,True
244,0.85814436636876,0.14185563363123996,Democrat,True
245,0.19870508136610876,0.8012949186338912,Republican,True
246,0.5649708208386428,0.43502917916135714,Democrat,True
247,0.8216633624845536,0.17833663751544637,Republican,False
248,0.33932386049300056,0.6606761395069994,Republican,True
249,0.017408525870598157,0.9825914741294018,Republican,True
250,0.8087901035540603,0.1912098964459396,Republican,False
251,0.6007688294860343,0.3992311705139657,Republican,False
252,0.9455907107891159,0.05440928921088407,Democrat,True
253,0.29114334454094426,0.7088566554590557,Republican,True
254,0.5535430572295752,0.44645694277042486,Democrat,True
